Year,Continent,Country,International (Degree),Overseas Chinese (Degree),Mainland (Degree),Exchange (Non-degree),Short-term (Non-degree),Mandarin training (Non-degree),Mainland (Non-degree),Others,Total
111,Asia,Cyprus,0,0,0,2,0,1,0,0,3
111,Oceania,Kiribati,2,0,0,0,0,1,0,0,3
111,Africa,Cõte D'Ivoire,2,0,0,0,0,1,0,0,3
111,Africa,Rwanda,2,0,0,0,0,1,0,0,3
111,Africa,Namibia,1,2,0,0,0,0,0,0,3
111,Africa,Sudan,3,0,0,0,0,0,0,0,3
111,Europe,Albania,1,0,0,0,1,1,0,0,3
111,America,Jamaica,1,0,0,0,1,1,0,0,3
111,Asia,Bahrain,1,0,0,0,0,1,0,0,2
111,Asia,Bhutan,1,0,0,0,0,1,0,0,2
111,Asia,Syrian Arab Republic,1,0,0,0,0,1,0,0,2
111,Asia,Armenia,1,0,0,0,1,0,0,0,2
111,Asia,Azerbaijan,1,0,0,0,1,0,0,0,2
111,Africa,Cameroon,2,0,0,0,0,0,0,0,2
111,Africa,Chad,1,0,0,0,0,1,0,0,2
111,Africa,Djibouti,1,0,0,0,0,1,0,0,2
111,Africa,Guinea,0,0,0,0,0,2,0,0,2
111,Africa,Libyan Arab Jamahiriya,2,0,0,0,0,0,0,0,2
111,Europe,Iceland,0,0,0,0,0,2,0,0,2
111,Europe,Bosnia And Herzegovina,2,0,0,0,0,0,0,0,2
111,Europe,Congo,1,0,0,0,0,1,0,0,2
111,Europe,Macedonia,0,0,0,0,1,1,0,0,2
111,America,Cuba,0,0,0,0,0,2,0,0,2
111,America,Guyana,2,0,0,0,0,0,0,0,2
111,Asia,Maldives,0,0,0,0,0,1,0,0,1
111,Asia,Oman,1,0,0,0,0,0,0,0,1
111,Oceania,Vanuatu,1,0,0,0,0,0,0,0,1
111,Africa,Angola,0,0,0,0,0,1,0,0,1
111,Africa,Botswana,1,0,0,0,0,0,0,0,1
111,Africa,Cape Verde,0,0,0,0,0,1,0,0,1
111,Africa,Gabon,1,0,0,0,0,0,0,0,1
111,Africa,Madagascar,0,1,0,0,0,0,0,0,1
111,Africa,Togo,1,0,0,0,0,0,0,0,1
111,America,Bahamas,1,0,0,0,0,0,0,0,1
111,America,Grenada,1,0,0,0,0,0,0,0,1
111,America,Uruguay,0,0,0,0,0,0,0,1,1
110,Asia,Viet Nam,11945,2149,0,373,217,4122,0,325,19131
110,Asia,Indonesia,6609,3258,0,2055,834,3126,0,139,16021
110,Asia,Malaysia,3735,7572,0,68,27,172,0,1052,12626
110,Asia,Hong Kong,0,9012,0,23,43,90,0,0,9168
110,Asia,Japan,2199,191,0,199,529,2468,0,0,5586
110,Asia,China,0,0,4293,0,0,0,0,0,4293
110,Asia,India,1475,2,0,957,94,467,0,0,2995
110,America,United States,415,148,0,206,154,2012,0,5,2940
110,Asia,Thailand,1218,232,0,18,306,1075,0,15,2864
110,Asia,Macau,0,2493,0,14,0,4,0,0,2511
110,Asia,Philippines,1153,50,0,22,62,958,0,3,2248
110,Asia,South Korea,664,134,0,14,81,860,0,0,1753
110,Asia,Myanmar,234,822,0,4,18,55,0,51,1184
110,Asia,Mongolia,498,0,0,2,0,382,0,0,882
110,Europe,France,104,1,0,243,9,339,0,0,696
110,Europe,Germany,125,1,0,186,26,255,0,0,593
110,America,Paraguay,166,20,0,282,0,115,0,5,588
110,Europe,United Kingdom,78,2,0,105,10,359,0,0,554
110,Africa,East Timor,319,3,0,0,50,92,0,0,464
110,Asia,Russian Federation,164,0,0,17,7,248,0,0,436
110,America,Canada,65,119,0,22,8,184,0,1,399
110,America,Honduras,227,0,0,1,0,146,0,9,383
110,Oceania,Australia,22,7,0,9,1,281,0,0,320
110,America,Belize,190,8,0,0,4,99,0,0,301
110,Europe,Spain,47,6,0,60,0,124,0,0,237
110,America,Brazil,56,34,0,2,0,133,0,0,225
110,Asia,Pakistan,207,0,0,0,2,14,0,0,223
110,Asia,Singapore,89,73,0,8,17,22,0,0,209
110,Asia,"Cambodia, Kingdom Of Cambodia",68,19,0,0,1,119,0,1,208
110,America,Guatemala,98,5,0,0,0,90,0,7,200
110,Europe,Italy,45,3,0,31,0,101,0,0,180
110,Africa,Ethiopia,161,0,0,0,2,7,0,0,170
110,America,Haiti,116,0,0,0,0,49,0,0,165
110,America,Nicaragua,90,4,0,0,0,62,0,7,163
110,America,Saint Lucia,112,0,0,0,0,49,0,0,161
110,Europe,Czech Republic,26,0,0,37,11,81,0,0,155
110,Asia,Turkey,67,0,0,9,18,53,0,0,147
110,America,Saint Vincent And The Grenadines,95,0,0,0,0,51,0,0,146
110,Europe,Poland,49,0,0,16,0,79,0,0,144
110,Africa,South Africa,54,39,0,0,0,46,0,1,140
110,Oceania,New Zealand,4,7,0,0,8,119,0,1,139
110,Europe,Belgium,12,2,0,44,5,45,0,0,108
110,Europe,Ukraine,25,0,0,4,28,46,0,0,103
110,America,Mexico,58,4,0,0,0,38,0,1,101
110,America,Peru,51,3,0,2,1,42,0,2,101
110,America,Saint Kitts And Nevis,59,0,0,0,0,41,0,0,100
110,Europe,Netherlands,26,2,0,17,0,54,0,0,99
110,Oceania,Palau,51,1,0,0,0,43,0,0,95
110,Africa,Egypt,57,0,0,0,23,12,0,0,92
110,Asia,Iran（Islamic Republic Of Iran）,49,5,0,1,0,31,0,0,86
110,Asia,Srilanka,76,0,0,0,0,10,0,0,86
110,Asia,Nepal,71,0,0,0,0,14,0,0,85
110,Africa,Gambia,44,0,0,0,38,3,0,0,85
110,Africa,"Tanzania, United Republic Of",49,0,0,0,0,36,0,0,85
110,Europe,Austria,35,0,0,18,0,26,0,1,80
110,America,Colombia,46,2,0,2,0,30,0,0,80
110,Asia,Kyrgyzstan,50,0,0,0,0,25,0,0,75
110,Oceania,Marshall Islands,43,2,0,0,0,28,0,0,73
110,Europe,Switzerland,21,1,0,18,0,33,0,0,73
110,America,Argentina,11,34,0,0,5,18,0,1,69
110,Asia,Bangladesh,41,0,0,9,12,6,0,0,68
110,Oceania,Nauru,19,0,0,0,0,49,0,0,68
110,Africa,Nigeria,52,1,0,0,6,9,0,0,68
110,Europe,Hungary,18,1,0,18,6,24,0,0,67
110,America,El Salvador,32,5,0,0,0,21,0,0,58
110,Africa,Malawi,50,0,0,0,4,2,0,0,56
110,Europe,Sweden,8,0,0,15,2,24,0,0,49
110,America,Ecuador,19,7,0,2,0,14,0,0,42
110,America,Panama,23,2,0,0,0,16,0,1,42
110,Europe,Slovakia,14,0,0,6,0,21,0,0,41
110,Asia,Jordan,18,7,0,0,0,14,0,0,39
110,Africa,Burundi,21,0,0,0,0,15,0,0,36
110,Africa,Mali,22,0,0,0,0,14,0,0,36
110,Europe,Finland,3,0,0,12,0,17,0,0,32
110,Europe,Portugal,16,8,0,1,0,7,0,0,32
110,Asia,Israel,8,0,0,1,0,21,0,0,30
110,Asia,Lao People'S Democratic Republic,24,2,0,0,0,3,0,1,30
110,Oceania,Papua New Guinea,22,1,0,0,0,7,0,0,30
110,America,Chile,12,11,0,0,0,5,0,2,30
110,Asia,Brunei Darussalam,3,9,0,0,0,1,0,15,28
110,Africa,Burkina Faso,23,0,0,0,0,3,0,0,26
110,Europe,Ireland,8,1,0,4,0,13,0,0,26
110,Africa,Guanda,23,0,0,0,0,2,0,0,25
110,America,Venezuela,7,5,0,0,0,12,0,1,25
110,Oceania,Tuvalu,17,0,0,0,0,3,0,0,20
110,Africa,Kenya,16,0,0,0,0,4,0,0,20
110,America,Dominican Republic,5,8,0,0,0,7,0,0,20
110,Europe,Lithuania,2,0,0,4,6,5,0,0,17
110,Africa,Mozambique,5,0,0,0,0,11,0,0,16
110,Europe,Romania,6,0,0,3,0,6,0,0,15
110,Asia,Yemen,9,2,0,0,0,3,0,0,14
110,Africa,Sierra Leone,2,0,0,0,0,12,0,0,14
110,Europe,Norway,4,0,0,2,0,6,0,0,12
110,Africa,Ghana,6,0,0,1,3,1,0,0,11
110,Africa,Morocco,6,0,0,0,0,5,0,0,11
110,Africa,Zimbabwe,6,0,0,0,0,5,0,0,11
110,Europe,Denmark,4,0,0,3,0,4,0,0,11
110,Asia,Iraq,7,0,0,0,0,2,0,0,9
110,Asia,Kazakhstan,6,0,0,1,0,2,0,0,9
110,Asia,Trukmenistan,6,0,0,0,0,3,0,0,9
110,Oceania,Solomon Islands,9,0,0,0,0,0,0,0,9
110,Europe,Croacia,5,0,0,1,0,3,0,0,9
110,America,Bolivia,4,2,0,0,0,3,0,0,9
110,Africa,Mali,3,0,0,0,2,3,0,0,8
110,America,Costa Rica,1,4,0,0,0,3,0,0,8
110,Europe,Latvia,5,0,0,0,0,2,0,0,7
110,Europe,Belarus,6,0,0,0,0,1,0,0,7
110,Asia,Uzbekistan,3,0,0,0,0,3,0,0,6
110,Asia,Tajikistan,5,0,0,0,0,1,0,0,6
110,Africa,Congo,5,0,0,0,0,1,0,0,6
110,Europe,Bulgaria,1,0,0,3,0,2,0,0,6
110,Europe,Iceland,1,0,0,3,0,2,0,0,6
110,Asia,Saudi Arabia,0,2,0,0,0,3,0,0,5
110,Asia,"Palestinian Territory, Occupied",4,0,0,0,0,1,0,0,5
110,Africa,Algeria,1,0,0,0,3,1,0,0,5
110,Africa,Mauritius,1,1,0,0,0,3,0,0,5
110,Africa,"Congo,The Democratic Republic Of The",0,0,0,0,0,5,0,0,5
110,Africa,Namibia,2,2,0,0,0,1,0,0,5
110,Europe,Slovenia,4,0,0,1,0,0,0,0,5
110,Europe,Serbia,4,0,0,1,0,0,0,0,5
110,Asia,Armenia,2,0,0,0,0,2,0,0,4
110,Oceania,Fiji,3,0,0,0,0,1,0,0,4
110,Oceania,Kiribati,3,0,0,0,0,1,0,0,4
110,Africa,Sao Tome And Principe,0,0,0,0,0,4,0,0,4
110,Africa,Zambia,4,0,0,0,0,0,0,0,4
110,Europe,Albania,1,0,0,1,0,2,0,0,4
110,Europe,Greece,2,0,0,0,0,2,0,0,4
110,Europe,Estonia,2,0,0,2,0,0,0,0,4
110,Asia,Afghanistan,1,1,0,0,0,1,0,0,3
110,Asia,Lebanon,1,1,0,0,0,1,0,0,3
110,Africa,Benin,3,0,0,0,0,0,0,0,3
110,Africa,Cameroon,2,0,0,0,0,1,0,0,3
110,Africa,Senegal,3,0,0,0,0,0,0,0,3
110,Africa,Sudan,2,0,0,0,0,1,0,0,3
110,Africa,Togo,1,0,0,0,1,1,0,0,3
110,Africa,Tunisia,2,0,0,0,0,1,0,0,3
110,Europe,Bosnia And Herzegovina,3,0,0,0,0,0,0,0,3
110,America,Jamaica,1,0,0,0,0,2,0,0,3
110,America,Trinidad And Tobago,0,0,0,3,0,0,0,0,3
110,Asia,Bhutan,1,0,0,0,1,0,0,0,2
110,Asia,Syrian Arab Republic,2,0,0,0,0,0,0,0,2
110,Africa,Chad,2,0,0,0,0,0,0,0,2
110,Africa,Cõte D'Ivoire,0,0,0,1,1,0,0,0,2
110,Africa,Lesotho,1,0,0,0,0,1,0,0,2
110,Africa,Libyan Arab Jamahiriya,1,0,0,0,0,1,0,0,2
110,Africa,Rwanda,1,0,0,0,0,1,0,0,2
110,Europe,Luxembourg,0,0,0,2,0,0,0,0,2
110,America,Cuba,2,0,0,0,0,0,0,0,2
110,America,Guyana,2,0,0,0,0,0,0,0,2
110,Asia,Cyprus,0,0,0,1,0,0,0,0,1
110,Asia,Kuwait,1,0,0,0,0,0,0,0,1
110,Asia,United Arab Emirtes,0,1,0,0,0,0,0,0,1
110,Africa,Angola,0,0,0,0,0,1,0,0,1
110,Africa,Central African Republic,0,0,0,0,0,1,0,0,1
110,Africa,Djibouti,1,0,0,0,0,0,0,0,1
110,Africa,Gabon,1,0,0,0,0,0,0,0,1
110,Africa,Guinea,1,0,0,0,0,0,0,0,1
110,Africa,Madagascar,0,1,0,0,0,0,0,0,1
110,Africa,Sudan,1,0,0,0,0,0,0,0,1
110,Europe,Congo,1,0,0,0,0,0,0,0,1
110,America,Grenada,1,0,0,0,0,0,0,0,1
109,Asia,Viet Nam,10319,1601,0,324,200,5053,0,547,18044
109,Asia,Indonesia,6289,2474,0,1216,2079,3369,0,167,15594
109,Asia,Malaysia,4135,7466,0,9,75,110,0,1368,13163
109,Asia,Hong Kong,0,7810,0,12,69,24,0,0,7915
109,Asia,China,0,0,6032,0,0,1,0,0,6033
109,Asia,Japan,1975,172,0,106,260,2602,0,6,5121
109,Asia,Macau,0,3158,0,30,1,0,0,0,3189
109,Asia,Thailand,1008,189,0,26,267,1170,0,20,2680
109,America,United States,405,144,0,181,131,1347,0,15,2223
109,Asia,Philippines,939,53,0,79,13,1085,0,4,2173
109,Asia,South Korea,690,152,0,41,72,1173,0,3,2131
109,Asia,India,1362,11,0,157,200,392,0,1,2123
109,Asia,Mongolia,645,0,0,0,39,341,0,0,1025
109,Asia,Myanmar,179,635,0,0,1,30,0,90,935
109,Europe,France,97,1,0,68,13,454,0,1,634
109,Europe,Germany,119,1,0,78,27,258,0,0,483
109,America,Canada,58,114,0,11,8,205,0,2,398
109,Africa,East Timor,320,4,0,0,0,72,0,0,396
109,America,Honduras,216,1,0,1,0,157,0,9,384
109,Europe,United Kingdom,66,3,0,17,36,242,0,0,364
109,Asia,Russian Federation,152,0,0,12,1,140,0,0,305
109,Asia,Singapore,78,74,0,2,116,14,0,10,294
109,America,Paraguay,135,20,0,0,0,131,0,7,293
109,America,Belize,164,7,0,0,0,89,0,0,260
109,Oceania,Australia,18,6,0,5,2,209,0,1,241
109,America,Haiti,145,0,0,0,0,52,0,0,197
109,America,Guatemala,88,4,0,2,0,82,0,8,184
109,America,Brazil,53,31,0,1,0,87,0,0,172
109,Africa,Ethiopia,165,0,0,0,0,5,0,0,170
109,Asia,Pakistan,155,0,0,0,0,11,0,0,166
109,America,Nicaragua,84,5,0,1,0,54,0,7,151
109,Europe,Spain,40,5,0,15,1,83,0,0,144
109,Africa,South Africa,52,43,0,2,0,46,0,0,143
109,Asia,Israel,6,0,0,0,110,26,0,0,142
109,Asia,Turkey,68,0,0,5,2,63,0,0,138
109,America,Saint Vincent And The Grenadines,87,0,0,0,0,51,0,0,138
109,Europe,Poland,52,0,0,7,0,78,0,0,137
109,America,Saint Lucia,97,0,0,0,0,37,0,0,134
109,Europe,Italy,36,2,0,14,1,80,0,0,133
109,America,Mexico,58,5,0,3,0,55,0,1,122
109,Asia,"Cambodia, Kingdom Of Cambodia",64,3,0,0,0,37,0,1,105
109,Asia,Nepal,86,0,0,0,3,10,0,0,99
109,America,Peru,38,4,0,0,0,53,0,1,96
109,America,Saint Kitts And Nevis,59,0,0,0,0,33,0,0,92
109,Europe,Czech Republic,20,0,0,14,0,57,0,0,91
109,Europe,Netherlands,17,0,0,1,1,67,0,0,86
109,Europe,Sweden,8,0,0,7,31,37,0,0,83
109,Africa,"Tanzania, United Republic Of",50,0,0,0,0,31,0,0,81
109,America,El Salvador,47,6,0,0,0,27,0,0,80
109,Europe,Switzerland,14,0,0,4,0,61,0,0,79
109,Oceania,Palau,42,1,0,0,0,34,0,0,77
109,America,Argentina,10,26,0,0,0,38,0,2,76
109,America,Colombia,37,1,0,1,0,32,0,0,71
109,Asia,Srilanka,66,1,0,0,0,3,0,0,70
109,Oceania,New Zealand,4,8,0,2,2,51,0,1,68
109,Europe,Austria,21,0,0,6,1,36,0,1,65
109,Europe,Belgium,12,1,0,7,0,44,0,1,65
109,Asia,Iran（Islamic Republic Of Iran）,43,5,0,0,0,15,0,0,63
109,Oceania,Marshall Islands,33,1,0,0,0,26,0,0,60
109,Africa,Gambia,57,0,0,0,0,3,0,0,60
109,Africa,Nigeria,41,1,0,0,1,12,0,0,55
109,America,Chile,7,12,0,0,0,34,0,1,54
109,Africa,Malawi,50,1,0,0,0,2,0,0,53
109,Africa,Egypt,36,0,0,0,1,12,0,0,49
109,Europe,Ukraine,18,0,0,0,1,29,0,0,48
109,Asia,Bangladesh,41,0,0,0,3,2,0,0,46
109,Asia,Kyrgyzstan,36,0,0,0,1,8,0,0,45
109,America,Panama,27,1,0,0,0,15,0,1,44
109,Asia,Brunei Darussalam,4,6,0,0,0,5,0,28,43
109,Oceania,Nauru,17,0,0,0,0,24,0,0,41
109,Africa,Burundi,27,0,0,0,0,12,0,0,39
109,America,Ecuador,17,8,0,0,0,14,0,0,39
109,America,Venezuela,5,4,0,0,0,29,0,0,38
109,Africa,Burkina Faso,33,0,0,0,0,4,0,0,37
109,Europe,Portugal,20,6,0,1,0,9,0,0,36
109,Oceania,Tuvalu,21,0,0,0,0,14,0,0,35
109,Asia,Jordan,20,3,0,0,0,9,0,1,33
109,Asia,Lao People'S Democratic Republic,19,3,0,0,0,9,0,1,32
109,Oceania,Papua New Guinea,22,1,0,0,0,8,0,0,31
109,Europe,Slovakia,13,0,0,1,1,16,0,0,31
109,Africa,Guanda,27,0,0,0,0,3,0,0,30
109,Europe,Hungary,17,0,0,0,0,13,0,0,30
109,Europe,Denmark,4,0,0,1,0,22,0,0,27
109,Europe,Finland,5,0,0,2,0,15,0,0,22
109,Europe,Norway,3,0,0,0,1,18,0,0,22
109,Oceania,Solomon Islands,20,0,0,0,0,0,0,0,20
109,Africa,Kenya,16,0,0,0,0,4,0,0,20
109,Europe,Ireland,7,1,0,0,0,11,0,0,19
109,America,Dominican Republic,9,7,0,0,0,3,0,0,19
109,Africa,Morocco,6,0,0,1,0,10,0,0,17
109,America,Costa Rica,1,5,0,0,0,10,0,0,16
109,Asia,Yemen,8,3,0,0,0,4,0,0,15
109,America,Bolivia,4,1,0,0,0,10,0,0,15
109,Europe,Croacia,7,0,0,0,0,7,0,0,14
109,Asia,Iraq,11,0,0,0,0,2,0,0,13
109,Asia,Uzbekistan,8,0,0,0,0,5,0,0,13
109,Asia,Bahrain,0,0,0,0,12,0,0,0,12
109,Asia,Kazakhstan,7,0,0,0,0,5,0,0,12
109,Asia,Trukmenistan,8,0,0,0,0,4,0,0,12
109,Oceania,Kiribati,9,0,0,0,0,3,0,0,12
109,Europe,Latvia,4,0,0,0,0,7,0,0,11
109,Europe,Romania,1,0,0,0,0,9,0,0,10
109,Europe,Lithuania,3,0,0,1,0,5,0,0,9
109,Europe,Slovenia,3,0,0,0,0,6,0,0,9
109,Asia,Afghanistan,3,0,0,0,0,1,0,4,8
109,Europe,Bulgaria,5,0,0,0,0,3,0,0,8
109,Africa,Cameroon,5,0,0,0,1,1,0,0,7
109,Africa,Congo,4,0,0,0,0,3,0,0,7
109,Africa,Ghana,6,0,0,0,0,1,0,0,7
109,Africa,Zimbabwe,6,0,0,0,0,1,0,0,7
109,Asia,Saudi Arabia,2,1,0,0,0,3,0,0,6
109,Asia,"Palestinian Territory, Occupied",6,0,0,0,0,0,0,0,6
109,Oceania,Fiji,4,0,0,0,0,2,0,0,6
109,Europe,Belarus,5,0,0,0,0,1,0,0,6
109,Europe,Serbia,5,0,0,0,0,1,0,0,6
109,Europe,Estonia,3,0,0,0,0,2,0,0,5
109,Asia,Lebanon,1,1,0,0,0,2,0,0,4
109,Africa,Guinea,1,0,0,0,0,3,0,0,4
109,Africa,Mozambique,3,0,0,0,0,1,0,0,4
109,Africa,Senegal,3,0,0,0,0,1,0,0,4
109,Africa,Sudan,2,0,0,0,0,2,0,0,4
109,Europe,Greece,1,0,0,0,0,3,0,0,4
109,Asia,Bhutan,0,0,0,0,0,3,0,0,3
109,Africa,Tunisia,1,0,0,0,0,2,0,0,3
109,Africa,Zambia,3,0,0,0,0,0,0,0,3
109,Europe,Albania,1,0,0,0,0,2,0,0,3
109,Asia,Kuwait,1,1,0,0,0,0,0,0,2
109,Asia,Syrian Arab Republic,0,0,0,0,0,2,0,0,2
109,Asia,Armenia,0,0,0,0,0,2,0,0,2
109,Asia,Tajikistan,2,0,0,0,0,0,0,0,2
109,Africa,Algeria,1,0,0,0,0,1,0,0,2
109,Africa,Chad,2,0,0,0,0,0,0,0,2
109,Africa,Gabon,1,0,0,0,0,1,0,0,2
109,Africa,Lesotho,1,0,0,0,0,1,0,0,2
109,Africa,Libyan Arab Jamahiriya,0,0,0,0,0,2,0,0,2
109,Africa,Mauritius,0,0,0,0,0,2,0,0,2
109,Africa,Sierra Leone,2,0,0,0,0,0,0,0,2
109,Africa,"Congo,The Democratic Republic Of The",1,0,0,0,0,1,0,0,2
109,Africa,Namibia,2,0,0,0,0,0,0,0,2
109,Africa,Mali,2,0,0,0,0,0,0,0,2
109,Europe,Iceland,1,0,0,0,0,1,0,0,2
109,America,Jamaica,2,0,0,0,0,0,0,0,2
109,Asia,Maldives,0,0,0,0,0,1,0,0,1
109,Asia,Azerbaijan,0,0,0,0,0,1,0,0,1
109,Africa,Angola,0,0,0,0,0,1,0,0,1
109,Africa,Central African Republic,0,0,0,0,0,1,0,0,1
109,Africa,Djibouti,1,0,0,0,0,0,0,0,1
109,Africa,Cõte D'Ivoire,1,0,0,0,0,0,0,0,1
109,Africa,Madagascar,0,1,0,0,0,0,0,0,1
109,Africa,Niger,0,0,0,0,1,0,0,0,1
109,Africa,Rwanda,1,0,0,0,0,0,0,0,1
109,Africa,Togo,0,0,0,0,0,1,0,0,1
109,Europe,Luxembourg,0,0,0,1,0,0,0,0,1
109,Europe,Bosnia And Herzegovina,1,0,0,0,0,0,0,0,1
109,Europe,Congo,1,0,0,0,0,0,0,0,1
109,America,Grenada,1,0,0,0,0,0,0,0,1
109,America,Puerto Rico,0,0,0,0,0,1,0,0,1
109,America,Dominica,0,0,0,0,0,1,0,0,1
109,America,Guyana,1,0,0,0,0,0,0,0,1
108,Asia,China,0,0,8353,0,0,57,16696,0,25106
108,Asia,Viet Nam,9326,1097,0,168,350,5591,0,608,17140
108,Asia,Malaysia,4691,7724,0,49,976,562,0,1617,15619
108,Asia,Indonesia,6460,2074,0,290,1216,4089,0,152,14281
108,Asia,Japan,1751,162,0,756,1952,6442,0,1,11064
108,Asia,Hong Kong,0,6827,0,164,726,183,0,0,7900
108,Asia,Macau,0,3858,0,10,11,19,0,0,3898
108,Asia,South Korea,696,153,0,376,385,2260,0,1,3871
108,America,United States,417,165,0,260,270,2702,0,1,3815
108,Asia,Thailand,900,183,0,182,239,1472,0,27,3003
108,Asia,India,1361,1,0,135,339,537,0,0,2373
108,Europe,France,124,3,0,1031,159,972,0,0,2289
108,Asia,Philippines,794,51,0,37,123,954,0,1,1960
108,Asia,Mongolia,972,1,0,25,0,642,0,0,1640
108,Europe,Germany,134,1,0,626,58,637,0,0,1456
108,Asia,Myanmar,173,595,0,0,32,181,0,111,1092
108,Oceania,Australia,29,9,0,48,397,326,0,0,809
108,Asia,Singapore,87,73,0,106,303,76,0,10,655
108,America,Canada,68,120,0,81,15,234,0,2,520
108,Asia,Russian Federation,159,0,0,78,10,251,0,0,498
108,Africa,East Timor,319,1,0,0,0,144,0,0,464
108,Europe,United Kingdom,65,1,0,35,16,288,0,0,405
108,Europe,Netherlands,19,0,0,235,21,129,0,0,404
108,Europe,Spain,42,4,0,138,19,193,0,0,396
108,Europe,Italy,44,3,0,103,20,192,0,0,362
108,America,Honduras,198,1,0,0,0,163,0,0,362
108,Europe,Czech Republic,24,0,0,128,17,107,0,0,276
108,America,Paraguay,112,28,0,0,0,122,0,2,264
108,America,Brazil,55,29,0,9,0,170,0,0,263
108,Europe,Sweden,8,0,0,134,21,97,0,0,260
108,Europe,Poland,45,0,0,40,12,160,0,0,257
108,America,Haiti,133,0,0,0,0,99,0,0,232
108,America,Mexico,61,8,0,20,3,131,0,0,223
108,America,Belize,143,8,0,0,0,64,0,0,215
108,Europe,Belgium,15,0,0,87,26,85,0,0,213
108,Europe,Austria,32,0,0,78,7,82,0,1,200
108,Asia,Turkey,67,0,0,28,0,99,0,0,194
108,Asia,Pakistan,139,0,0,0,2,48,0,0,189
108,Oceania,New Zealand,4,12,0,3,41,128,0,0,188
108,Africa,Ethiopia,176,0,0,2,0,2,0,0,180
108,Europe,Switzerland,19,0,0,55,2,96,0,0,172
108,Asia,"Cambodia, Kingdom Of Cambodia",61,1,0,4,1,95,0,0,162
108,America,Nicaragua,89,7,0,0,0,64,0,0,160
108,Africa,South Africa,47,41,0,0,0,62,0,0,150
108,America,Guatemala,80,1,0,1,0,66,0,0,148
108,Oceania,Solomon Islands,84,0,0,0,0,62,0,0,146
108,America,Saint Vincent And The Grenadines,81,0,0,0,0,51,0,0,132
108,America,Saint Lucia,79,0,0,0,0,52,0,0,131
108,Oceania,Kiribati,72,0,0,0,0,52,0,0,124
108,Europe,Finland,5,0,0,69,9,40,0,0,123
108,Asia,Nepal,87,0,0,0,4,19,0,0,110
108,Europe,Denmark,4,0,0,39,19,38,0,0,100
108,America,Saint Kitts And Nevis,61,0,0,0,0,31,0,0,92
108,America,El Salvador,58,4,0,0,0,24,0,0,86
108,America,Colombia,30,2,0,7,1,44,0,0,84
108,America,Peru,38,3,0,4,0,38,0,0,83
108,Asia,Srilanka,60,1,0,1,6,13,0,0,81
108,Africa,Gambia,74,0,0,0,0,5,0,0,79
108,Oceania,Palau,47,1,0,0,0,26,0,0,74
108,Asia,Brunei Darussalam,4,6,0,0,1,35,0,27,73
108,America,Argentina,9,24,0,0,0,40,0,0,73
108,Africa,Malawi,63,3,0,0,0,5,0,0,71
108,Asia,Kyrgyzstan,46,0,0,0,0,23,0,0,69
108,Europe,Hungary,18,1,0,11,3,36,0,0,69
108,America,Ecuador,25,12,0,2,0,29,0,0,68
108,Asia,Iran（Islamic Republic Of Iran）,38,4,0,0,2,21,0,0,65
108,Africa,Egypt,35,0,0,1,0,25,0,0,61
108,Oceania,Marshall Islands,35,1,0,0,0,24,0,0,60
108,Europe,Portugal,19,4,0,15,0,21,0,0,59
108,America,Panama,45,2,0,0,0,12,0,0,59
108,Europe,Ukraine,23,0,0,0,1,33,0,0,57
108,Europe,Norway,1,0,0,29,0,25,0,0,55
108,Europe,Slovakia,12,0,0,7,2,29,0,0,50
108,Asia,Bangladesh,40,0,0,0,1,8,0,0,49
108,Asia,Israel,7,0,0,10,7,24,0,0,48
108,Europe,Ireland,7,0,0,2,8,30,0,0,47
108,Asia,Lao People'S Democratic Republic,27,3,0,0,0,15,0,0,45
108,Oceania,Nauru,21,1,0,0,0,23,0,0,45
108,Africa,Nigeria,31,1,0,0,0,13,0,0,45
108,Oceania,Tuvalu,25,0,0,0,0,19,0,0,44
108,Africa,Burkina Faso,39,0,0,0,0,4,0,0,43
108,America,Chile,7,14,0,0,1,21,0,0,43
108,Asia,Jordan,21,2,0,0,0,17,0,2,42
108,Africa,Mauritius,0,0,0,0,0,42,0,0,42
108,Africa,"Tanzania, United Republic Of",33,0,0,0,0,7,0,0,40
108,Oceania,Papua New Guinea,27,0,0,0,0,7,0,0,34
108,Europe,Belarus,11,0,0,0,0,20,0,0,31
108,America,Dominican Republic,9,11,0,0,0,8,0,0,28
108,Africa,Guanda,27,0,0,0,0,0,0,0,27
108,Africa,Kenya,18,0,0,0,0,8,0,0,26
108,Asia,Kazakhstan,8,0,0,4,1,12,0,0,25
108,Africa,Morocco,4,0,0,5,1,15,0,0,25
108,Oceania,Fiji,3,1,0,0,0,20,0,0,24
108,Europe,Romania,4,0,0,0,4,16,0,0,24
108,Asia,Yemen,9,2,0,5,0,5,0,0,21
108,Europe,Bulgaria,3,0,0,3,0,14,0,0,20
108,Europe,Lithuania,1,0,0,6,0,13,0,0,20
108,Asia,Uzbekistan,7,0,0,0,0,11,0,0,18
108,Africa,Burundi,14,0,0,0,0,3,0,0,17
108,Europe,Slovenia,2,0,0,3,2,10,0,0,17
108,Europe,Croacia,6,0,0,0,0,9,0,0,15
108,America,Costa Rica,2,6,0,0,0,7,0,0,15
108,America,Venezuela,2,5,0,0,0,6,0,0,13
108,Asia,Trukmenistan,8,0,0,0,0,4,0,0,12
108,Europe,Latvia,3,0,0,0,0,9,0,0,12
